applicant_id,gender,ethnicity,age,age_group,disability_status,veteran_status,education_level,application_date,application_month,application_quarter,department,hiring_manager,university_prestige,gpa,degree_relevance,years_experience,career_gap_months,previous_employer_tier,technical_skills_score,communication_skills,leadership_potential,problem_solving,cultural_fit,adaptability_score,technical_interview_score,behavioral_interview_score,case_study_score,panel_interview_score,referral_source,alumni_connection,internal_referral_strength,location_tier,socioeconomic_background,first_generation_college,previous_application_count,previous_rejection_count,previous_salary,self_reported_skills,verified_skills,true_competency_score,y_true,biased_competency_score,y_pred,y_prob,group_gender,group_ethnicity,group_age,group_disability,group_education,group_department,group
2536,Male,Indigenous,25,18-24,Sensory,Non-veteran,Bachelors,2023-08-28,8,Q3-2023,Marketing,Manager_17,Regional,3.251289908726733,Low,12,8,Mid-size,76.91913198921466,64.06099039000321,57.58226476904732,73.67635140398083,67.62621425767492,45.4850386057124,37.386966883295976,42.75251508592913,76.5905544269772,77.64934101786511,Direct Application,0,Medium,Tier-2,Lower-middle,0,1,0,47728.48678001671,48.90663623700833,31.44746786428761,63.18817818169009,0,42.970871045522095,0,0.35809059204601745,Male,Indigenous,18-24,Sensory,Bachelors,Marketing,Male
2537,Male,White,63,60+,Sensory,Non-veteran,Bachelors,2023-12-27,12,Q4-2023,HR,Manager_9,Regional,2.9032899360576465,High,5,3,Mid-size,45.12316442894644,65.97565926303567,46.34064523101333,63.79193126293208,-2.6267693432270107,83.7705714607284,66.94299181949535,64.39821214422726,40.9275663208506,79.77001769138997,Direct Application,0,None,Tier-2,Middle,0,1,0,35344.771353835364,71.57087753960793,57.197611032497335,64.13507281547673,0,28.070059991536283,0,0.23391716659613568,Male,White,60+,Sensory,Bachelors,HR,Male
2538,Male,White,22,18-24,None,Non-veteran,Bachelors,2023-02-10,2,Q1-2023,Marketing,Manager_16,Regional,2.0,High,6,13,Unemployed,56.0015292678997,55.19503767433693,63.960475183256044,75.73312516063,84.94362927545527,68.35058116531236,76.56376112963143,69.94992714286013,59.613455132632026,64.80917350528664,Campus Recruiting,0,Weak,Rural,Lower-middle,0,1,1,62401.93039887548,48.85554694207246,44.90421541695431,66.15064280451625,0,69.88556845940575,1,0.5823797371617145,Male,White,18-24,None,Bachelors,Marketing,Male
2539,Female,Mixed,23,18-24,None,Non-veteran,Masters,2023-05-22,5,Q2-2023,Sales,Manager_3,Community,3.7909465199990073,High,1,13,Non-profit,31.83860816509479,68.93811017474219,49.562977310693896,87.9179572124778,44.321731451774525,57.78923255335789,19.1534797638757,104.21475635606399,100.0,113.04022270053368,Employee Referral,0,None,Tier-1,Lower-middle,0,2,2,50314.56602212781,28.66225739419032,13.367485917969798,62.16321395044797,0,43.39039704301019,0,0.3615866420250849,Female,Mixed,18-24,None,Masters,Sales,Female
2540,Female,White,37,35-39,None,Non-veteran,Masters,2023-12-12,12,Q4-2023,Marketing,Manager_18,Community,3.7153851424080253,Irrelevant,6,12,Startup,88.0,86.57269811086951,36.998045157126164,79.74041554035308,79.60716895491746,63.70825425254051,72.38359750663304,91.02625156256786,55.61108852775742,77.44649385376802,Campus Recruiting,1,Strong,Tier-1,Low,0,4,4,,82.4955569780561,62.931973334512776,80.32155320334412,1,51.15865136083947,0,0.4263220946736623,Female,White,35-39,None,Masters,Marketing,Female
2541,Male,Black,35,30-34,Multiple,Non-veteran,Bachelors,2023-11-20,11,Q4-2023,Engineering,Manager_15,Regional,2.8674939133828494,High,4,1,Mid-size,78.33673118463498,73.0,72.89939682331072,69.29117354621947,67.17063192349717,84.99363046012323,80.98612044471245,101.69512241285659,54.18804114648215,67.37620017899356,Employee Referral,0,Strong,Rural,Upper-middle,0,1,0,73624.59009565336,72.32731026867056,64.907208507982,80.98287956017387,1,59.788049504288225,1,0.49823374586906854,Male,Black,30-34,Multiple,Bachelors,Engineering,Male
2542,Female,Hispanic,47,45-49,None,Non-veteran,High School,2023-03-02,3,Q1-2023,Finance,Manager_4,Community,3.1387685097688403,High,2,23,Unemployed,80.73023080652851,91.3400566453269,59.87316145713271,67.68059180734801,134.0446311792081,65.39290459343157,29.72048858915008,96.73454146106246,44.08477135688841,88.06542958253473,Employee Referral,1,Strong,Tier-3,Upper-middle,1,3,2,,35.671330991208265,33.53830311854405,67.6469139448291,0,54.118877414994046,0,0.4509906451249504,Female,Hispanic,45-49,None,High School,Finance,Female
2543,Female,White,60,55-59,None,Prefer not to say,Bachelors,2023-07-28,7,Q3-2023,Finance,Manager_18,Community,2.8944471067093858,High,26,27,Non-profit,49.752180376993465,84.39646636575611,30.193141154805865,85.89588768629287,58.43260328334538,53.87904587424086,77.0,62.82886338314274,92.31160229884352,61.805654307748675,Direct Application,0,None,Tier-3,Lower-middle,0,0,0,112763.87184294742,62.51875254249461,52.11048415576019,77.91006485145749,1,37.51510246072371,0,0.31262585383936425,Female,White,55-59,None,Bachelors,Finance,Female
2544,Male,White,34,30-34,None,Non-veteran,Bachelors,2023-11-27,11,Q4-2023,Sales,Manager_18,For-profit,3.263350835954827,Low,19,2,Mid-size,82.52465976701049,71.30633644077037,71.07689107533349,48.8938056260949,62.69543896950803,88.01396876943794,54.64381200613563,80.35989715734371,89.71413899663932,100.0,Agency,0,Weak,Tier-3,Middle,0,1,0,39126.909474414635,85.7388023821025,73.57789006054465,78.58488227229222,1,65.95746281713718,1,0.5496455234761431,Male,White,30-34,None,Bachelors,Sales,Male
2545,Male,Hispanic,33,30-34,None,Non-veteran,PhD,2023-04-16,4,Q2-2023,Marketing,Manager_17,Community,3.081380155205733,High,1,5,Startup,39.75395893322573,53.72461886541192,62.36669372796627,87.24986915056027,77.49484281029301,81.73356604419571,49.82803119563049,72.96504780818239,75.04169219518018,52.08925650327542,Recruiter,0,None,Tier-1,Middle,0,4,3,47886.02394062397,79.26431116017956,75.74582018217188,64.64437717474918,0,43.534683138528194,0,0.3627890261544016,Male,Hispanic,30-34,None,PhD,Marketing,Male
2546,Male,Mixed,63,60+,None,Non-veteran,Masters,2023-12-25,12,Q4-2023,Engineering,Manager_6,International,3.21279482516659,Low,9,2,Non-profit,28.49828413922036,69.40306969044192,42.85249896412614,79.3755321215242,77.00164268449905,41.18796109452394,85.82657039044943,67.52760503637197,73.7574409198444,70.81771463502453,Agency,0,Strong,Rural,Upper-middle,0,1,0,120299.13513285396,100.0,100.0,68.68428177541963,0,55.58391263040143,0,0.4631992719200119,Male,Mixed,60+,None,Masters,Engineering,Male
2547,Female,Mixed,24,18-24,Physical,Non-veteran,Bachelors,2023-05-12,5,Q2-2023,Sales,Manager_1,Top-20,2.9968707501168943,Medium,16,13,Non-profit,36.210042388301915,63.43234072301017,90.0,85.69858926770773,15.061097945291124,70.72682817975013,104.0,78.39636162239694,81.47987068926749,76.63906539573865,Career Fair,0,Medium,Tier-1,Prefer not to say,1,2,2,93726.30890972215,100.0,73.73741015911551,87.47707221378582,1,49.15144618500298,0,0.40959538487502484,Female,Mixed,18-24,Physical,Bachelors,Sales,Female
2548,Female,White,57,55-59,Cognitive,Non-veteran,Masters,2023-11-02,11,Q4-2023,Operations,Manager_7,Regional,3.2040753581331867,High,11,27,Startup,49.234704390918154,71.76889155481393,61.06444498716613,108.0,8.362961527230176,61.408818392322786,75.8065037761436,65.23369707362384,95.31589017060666,80.81948396146375,Agency,1,None,Tier-1,Middle,0,2,1,52559.396289679346,74.83396004574924,58.141790624600745,79.61083497636386,1,33.19315338498511,0,0.27660961154154257,Female,White,55-59,Cognitive,Masters,Operations,Female
2549,Male,White,33,30-34,Sensory,Combat Veteran,Bachelors,2023-01-19,1,Q1-2023,Engineering,Manager_4,Regional,3.4314064853148634,Medium,10,2,Startup,100.0,64.1400339503142,72.06369566995527,79.78570827548009,19.415721282326203,100.0,90.77361736619594,66.50592276361321,68.54419715161482,82.14161993859943,Direct Application,0,None,Tier-2,Middle,0,3,3,91310.20568243037,91.01455923710853,95.53177805779835,89.27874682432186,1,61.407690924281795,1,0.5117307577023483,Male,White,30-34,Sensory,Bachelors,Engineering,Male
2550,Female,White,31,30-34,None,Non-veteran,Masters,2023-02-21,2,Q1-2023,Sales,Manager_8,Regional,3.518480285615875,High,6,26,Mid-size,57.7564392125263,63.2911352605299,86.28918362424037,89.1296695570463,65.419751150138,50.00729138051037,75.36711481650173,44.517518926879475,59.4505886150495,77.11136992349822,Campus Recruiting,0,None,Tier-1,Upper-middle,0,3,2,,77.41206697763808,86.29141602320614,74.97779709807857,0,61.33241048694563,1,0.511103420724547,Female,White,30-34,None,Masters,Sales,Female
2551,Female,White,42,40-44,None,Non-veteran,PhD,2023-05-02,5,Q2-2023,Product,Manager_3,Top-100,2.8152174935594574,Medium,4,21,Non-profit,46.528662307442985,67.19154937780492,73.42427105360426,81.90254589935897,100.5528421372146,79.73319948747101,82.45751017273302,61.934412943040414,78.98213533598502,86.1960594784273,Career Fair,0,Strong,Tier-3,Middle,1,2,0,54298.84629266808,84.27427934354918,60.52224649834932,73.23789945498183,0,64.86588168997433,1,0.5405490140831194,Female,White,40-44,None,PhD,Product,Female
2552,Male,White,33,30-34,Prefer not to say,Non-veteran,Bachelors,2023-06-24,6,Q2-2023,Engineering,Manager_17,Regional,3.6210495006151517,High,18,1,Mid-size,52.576981278991894,72.64250303861738,64.76071957579069,93.46716937162961,65.30892197482267,74.17360357751288,95.41597327149,78.72570187988842,73.94670287426165,64.29661445414862,LinkedIn,0,Medium,Tier-1,Middle,0,3,0,78852.54258982846,39.19250724149875,16.20027136406616,90.9389675401713,1,62.386134678500724,1,0.5198844556541727,Male,White,30-34,Prefer not to say,Bachelors,Engineering,Male
2553,Female,Other,25,18-24,None,Non-veteran,Bachelors,2023-03-30,3,Q1-2023,Finance,Manager_18,International,3.2527932950107084,Irrelevant,6,17,Startup,83.0,52.658125162149176,38.33479745209897,91.75081837820771,16.048530591147426,63.464103330246154,34.31813816149884,69.98916948769971,87.30780953966158,55.06116091202324,Direct Application,0,None,Tier-2,Low,0,2,1,71710.87511863801,77.78482866871268,60.262035715200014,64.89337195621651,0,41.12255077484099,0,0.3426879231236749,Female,Other,18-24,None,Bachelors,Finance,Female
2554,Female,White,50,45-49,None,Non-veteran,High School,2023-09-08,9,Q3-2023,Marketing,Manager_7,Top-100,2.980744784502508,Low,2,16,Unemployed,49.99318665134507,71.75239796069872,89.36677452115518,87.26408517470672,43.151276950032724,69.25425060955064,49.7051469062082,63.97390451393837,60.67326404136371,84.71795225455497,Direct Application,0,None,Tier-1,Upper-middle,0,3,3,,51.99337732543206,58.04596744863457,69.1917188278926,0,54.618133588066314,0,0.45515111323388596,Female,White,45-49,None,High School,Marketing,Female
2555,Female,White,32,30-34,None,Prefer not to say,Bachelors,2023-09-23,9,Q3-2023,Operations,Manager_18,Top-100,3.112328113253331,Irrelevant,6,15,Fortune-500,59.73743563164619,72.72648992936726,28.42665719445756,57.21848575038608,62.12041454045215,59.165760656192774,69.64730689964551,71.90759164535774,74.73260704843506,73.20588734643206,Direct Application,0,Weak,Tier-2,Lower-middle,1,3,2,58066.39300286546,76.61023485464081,58.42398216090528,63.596076674025944,0,53.53214715756623,0,0.4461012263130519,Female,White,30-34,None,Bachelors,Operations,Female
2556,Female,White,43,40-44,None,Non-veteran,Bachelors,2023-02-17,2,Q1-2023,HR,Manager_2,Regional,2.9725254389041265,Low,3,17,Startup,83.89859590765694,51.023307511833465,13.313187583835507,77.98027701377973,69.30474991582192,82.81768440869418,47.595763575703295,62.01466861457736,40.63561807643234,94.9137360443189,Recruiter,0,None,Tier-1,Upper-middle,0,4,1,65804.47347331585,94.82214378786277,68.42015865181406,59.758062001377674,0,51.993011361343754,0,0.4332750946778646,Female,White,40-44,None,Bachelors,HR,Female
2557,Male,Hispanic,47,45-49,None,Non-veteran,High School,2023-06-30,6,Q2-2023,Engineering,Manager_1,International,3.189703156951789,High,4,9,Mid-size,44.223151514250496,54.47112953710196,81.84731705296068,53.79240539383278,56.10925438981508,56.49543096746704,26.21346655316392,44.361194081331725,83.64820149516366,100.0,Direct Application,0,None,International,Lower-middle,1,3,3,40328.66063157441,90.46087374213299,100.0,52.57183654287051,0,38.939522157130476,0,0.3244960179760873,Male,Hispanic,45-49,None,High School,Engineering,Male
2558,Male,Black,25,18-24,Physical,Non-veteran,Bachelors,2023-03-27,3,Q1-2023,Engineering,Manager_4,Community,3.326186802219566,Medium,7,9,Mid-size,100.0,72.61952776637443,62.50581108939478,108.0,77.97123366055118,84.70905910897038,56.73703684552561,63.66968440084601,72.7775864470629,50.548190486214196,Career Fair,0,Weak,Tier-1,Middle,1,0,0,94722.34883651,100.0,69.20903156705467,82.54000860693695,1,40.50908644614066,0,0.33757572038450545,Male,Black,18-24,Physical,Bachelors,Engineering,Male
2559,Female,White,39,35-39,None,Non-veteran,PhD,2023-05-26,5,Q2-2023,Engineering,Manager_7,Top-100,2.6925557960802355,Medium,16,25,Tech-Giant,60.33828043816253,81.70946883530976,70.61570327174,51.884386141386884,95.14654377694563,79.74041717558707,36.42157323566184,84.5630118549999,90.7184831863819,56.18611722977539,Direct Application,0,Strong,Rural,Lower-middle,0,2,1,63322.642285017915,39.464906860539095,-6.0,68.8967815389123,0,54.40249475344685,0,0.45335412294539046,Female,White,35-39,None,PhD,Engineering,Female
2560,Female,White,60,55-59,None,Non-veteran,High School,2023-10-14,10,Q4-2023,Engineering,Manager_11,For-profit,3.5410254933185543,Irrelevant,6,22,Startup,37.00733432626046,48.92901988594515,90.0,83.64922927600105,90.0,58.820142240174164,77.34317905926467,79.57376411291398,96.203161602638,100.0,Recruiter,0,Strong,Tier-3,Middle,0,4,3,68737.93817756299,58.52183460023683,68.87384227415322,76.42716399461264,1,53.94634999552733,0,0.4495529166293944,Female,White,55-59,None,High School,Engineering,Female
2561,Female,White,34,30-34,None,Non-veteran,High School,2023-08-24,8,Q3-2023,HR,Manager_20,For-profit,3.4950705562712514,High,0,13,Non-profit,26.648686854836797,79.46014316794839,59.09827763919391,106.50781013028337,25.950730717988364,83.03347426092803,75.6734117106404,96.71226239354885,69.83745388743166,86.21946597498383,Direct Application,0,Weak,Tier-1,Upper-middle,0,1,0,,100.0,94.0,79.38306775894418,1,60.36319377494752,1,0.5030266147912293,Female,White,30-34,None,High School,HR,Female
2562,Male,Middle Eastern,56,55-59,None,Non-veteran,Bachelors,2023-02-21,2,Q1-2023,Product,Manager_16,Top-100,3.393159592745903,Medium,1,1,Startup,74.89326531343409,100.0,80.7988903762693,65.49212265785968,88.0,55.54677566826901,70.2559863388283,94.82811828449402,60.1469896151671,43.68603590822432,LinkedIn,1,None,Tier-1,Upper-middle,0,2,0,,97.17775425665077,91.71852039364933,78.89206647078738,1,58.67934956383884,1,0.488994579698657,Male,Middle Eastern,55-59,None,Bachelors,Product,Male
2563,Female,White,23,18-24,Prefer not to say,Non-veteran,Associate,2023-03-27,3,Q1-2023,HR,Manager_8,For-profit,2.944038981394791,Low,6,18,Startup,20.709208934034734,19.09602089665364,67.28786003483947,79.37948823655451,46.05448080706765,72.89196699012147,72.6673566603884,65.90838759004758,85.49714441907892,73.92955968987455,Recruiter,1,Strong,Rural,Upper-middle,1,3,2,87297.78649058752,67.52229671596686,44.57491952018837,62.858576116151156,0,33.4933447006352,0,0.27911120583862664,Female,White,18-24,Prefer not to say,Associate,HR,Female
2564,Female,Black,21,18-24,None,Non-veteran,Bachelors,2023-09-19,9,Q3-2023,Sales,Manager_17,Regional,2.837030459266083,Medium,39,13,Mid-size,76.7404773305807,99.80686931406142,74.91735419375551,87.35261005353222,12.148128526371384,62.002443432473726,58.99957329665922,37.0794842775578,55.49961390121513,73.94584490470133,Career Fair,1,None,Tier-3,Middle,1,2,0,,90.82216149436857,76.50056594724849,89.08514802190334,1,43.423753775089565,0,0.36186461479241305,Female,Black,18-24,None,Bachelors,Sales,Female
2565,Female,White,52,50-54,None,Non-veteran,Bachelors,2023-03-07,3,Q1-2023,Sales,Manager_15,Regional,3.6733795638371656,Irrelevant,27,16,Mid-size,35.92255292248763,65.68757099986775,54.6447924175277,81.25443929271314,94.36334816070082,68.41832725496143,64.6457900939296,78.67928679342585,71.26728706713307,67.596350728866,Campus Recruiting,1,Strong,Tier-1,Middle,0,0,0,64328.526501493536,75.41941390668,53.990765078992915,81.97152082031805,1,48.1422615152575,0,0.40118551262714586,Female,White,50-54,None,Bachelors,Sales,Female
2566,Male,White,24,18-24,None,Non-veteran,Bachelors,2023-08-10,8,Q3-2023,HR,Manager_19,Top-20,2.935637394759494,Low,2,6,Unemployed,53.7082373380197,88.38945532826838,66.41930014303409,106.04191989813414,70.26297936086324,58.610285865011846,69.64371465788405,78.60804427141694,35.27014591592214,84.71437548476705,Direct Application,0,None,Tier-1,Upper-middle,0,2,1,,95.13899532878433,89.22324333621467,76.63395470867815,1,74.90573459038292,1,0.6242144549198577,Male,White,18-24,None,Bachelors,HR,Male
2567,Male,White,64,60+,Multiple,Non-veteran,Bachelors,2023-12-25,12,Q4-2023,Sales,Manager_3,International,2.9293819344406544,Irrelevant,6,29,Mid-size,53.97655000930217,43.21035320682967,80.74156119973527,92.16762792979954,19.75116742494663,73.26978141533304,63.72445869559775,71.17975393549676,49.510986030380316,96.84230006134972,Employee Referral,1,None,International,Upper-middle,0,4,3,48558.87569701484,87.9248207309523,82.68839688950143,72.37095318757704,0,46.432877282257564,0,0.38694064401881306,Male,White,60+,Multiple,Bachelors,Sales,Male
2568,Male,Black,63,60+,None,Non-veteran,Associate,2023-08-15,8,Q3-2023,Product,Manager_15,Top-100,2.6660343303731784,Medium,10,10,Startup,85.0,65.52897729855474,13.099579133086955,84.31869386391993,44.60829730484707,87.24790171124909,74.93699689980731,69.55720444525092,48.15615519292476,86.73652550693842,LinkedIn,0,None,Tier-1,Low,0,1,0,78509.55865920692,90.04862140018005,74.7299714411922,72.00303119580981,0,37.62106492020638,0,0.31350887433505314,Male,Black,60+,None,Associate,Product,Male
2569,Male,Asian,23,18-24,Multiple,Non-veteran,Associate,2023-06-03,6,Q2-2023,Engineering,Manager_17,Top-100,2.993615065116399,Medium,1,15,Mid-size,58.69515356017578,60.978755899857816,37.057373320593705,87.81990979420736,58.226563321627154,72.98789486798881,15.181473854608889,60.31310601800027,83.72373464496039,105.67649818409267,Employee Referral,0,None,Tier-3,Upper-middle,0,2,2,,44.74272356364794,0.0,53.694190446780766,0,43.652423091289215,0,0.3637701924274101,Male,Asian,18-24,Multiple,Associate,Engineering,Male
2570,Female,White,46,45-49,Physical,Non-veteran,Bachelors,2023-04-06,4,Q2-2023,Engineering,Manager_15,Top-20,2.865679796487473,Medium,12,12,Government,17.797808622552218,69.1108552115204,18.733135659869056,76.31883321586962,41.59491927847138,84.80344777859369,32.08324133963715,109.3457735940442,46.18955010868949,91.29845227376177,Agency,0,Weak,Tier-1,Middle,1,2,0,105637.8716830436,57.113590952964074,35.7754224350151,61.179967501454364,0,26.61440286331448,0,0.22178669052762068,Female,White,45-49,Physical,Bachelors,Engineering,Female
